# Resampled ADU, ADU Uncertainty, Sky ADU
2.494144336545735197e+00,2.559216962709060184e+00,2.153178859576640747e+01
2.252451142423699260e+00,2.642888989811577716e+00,2.443991348882691383e+01
1.997971924530102861e+00,2.791680605163316287e+00,2.865759522844643570e+01
3.055359725982310870e+00,2.825527585243900575e+00,2.619730291273270950e+01
3.804428345580113557e+00,2.864021485386158083e+00,2.507758653552860650e+01
2.653782434958982694e+00,2.827006155066556392e+00,2.760845384924598989e+01
1.377164404184147317e+00,2.673753996094543339e+00,2.755632111699730658e+01
2.032319539703229427e+00,2.574035894025881621e+00,2.361688521145170228e+01
2.287376122804898770e+00,2.675284511525034770e+00,2.541140177655607246e+01
3.188537976108967609e+00,2.864330747494890694e+00,2.684732639578223257e+01
2.409846066839204770e+00,2.715779551073631559e+00,2.549068658042694224e+01
4.010111707013072069e-01,2.865836555480965053e+00,3.565749492230262518e+01
1.071776417381056001e+00,3.006698055852873974e+00,3.716874459924186169e+01
2.379317775888686537e+00,2.988230186871361660e+00,3.256215381686428856e+01
3.802271948611151142e+00,2.882421844628332508e+00,2.551049729468554972e+01
3.003121718476981172e+00,2.812149595689267478e+00,2.611767295624429508e+01
3.006467656853109904e+00,2.914329360552753823e+00,2.887671509318401775e+01
3.914251760705607985e+00,2.789989171862585771e+00,2.298889352409739573e+01
4.198243895392317349e+00,2.678507800164956709e+00,1.909879027661020601e+01
4.741959462880441123e+00,2.705670517267175779e+00,1.820062334587786168e+01
2.110665513186749109e+00,2.676347954915501592e+00,2.582167286520826366e+01
1.376951378901888789e+00,2.794621596651951645e+00,3.109007866871755965e+01
2.238734248915438485e+00,2.833108890759205689e+00,2.900374424483534952e+01
1.319646859288039931e+00,2.732225835339569642e+00,2.922270124698943050e+01
1.474389490938485370e+00,2.792040371322495051e+00,3.040861382709788785e+01
1.657272474893287662e+00,2.784246852673063710e+00,2.976694297584015558e+01
4.802759073514741850e-01,2.708278923760174539e+00,3.144648223708350798e+01
1.414276837401483577e+00,2.913221947547900648e+00,3.369321277378306689e+01
2.047677371310733463e+00,2.967492138306311755e+00,3.316703884240178013e+01
1.648098887713857819e+00,2.741351433857585729e+00,2.888260583490059474e+01
2.720306579289292870e+00,2.746431797828826848e+00,2.565611908464917690e+01
2.904183909663769381e+00,2.993642278534291101e+00,3.138347387385883280e+01
2.171168843835135309e+00,2.933748183361278183e+00,3.219250124250035583e+01
2.814863820259394966e+00,2.650141665477267150e+00,2.285695885786390136e+01
2.834922201725225577e+00,2.680274404188137893e+00,2.365747161401481691e+01
1.784178163316429089e+00,2.763027487975186602e+00,2.852560266844601955e+01
2.028997706951763291e+00,2.773224872312006539e+00,2.783335930346573051e+01
1.479171925643206542e+00,2.790404923365010781e+00,3.005866783328966818e+01
6.306400687759975421e-01,2.700637024727219782e+00,3.046227058597761328e+01
7.831673162617789341e-01,2.641800008454981974e+00,2.862874468131965244e+01
3.688481549059568820e+00,2.871219640621342606e+00,2.586766901168835275e+01
3.757228006252045116e+00,2.957297407081462381e+00,2.822485627602162239e+01
1.006589411551345181e+00,2.767456642559844582e+00,3.144356874468189034e+01
2.078562933165512217e+00,2.778852164481985909e+00,2.788036600673910570e+01
1.921847654079485768e+00,2.712000469147950010e+00,2.668943702355353054e+01
1.353465309264185956e+00,2.665413434267950077e+00,2.756962174619382466e+01
3.187204562598100921e+00,2.799955941169924412e+00,2.547059871543819654e+01
2.364733763882333140e+00,2.664220928762158991e+00,2.462383131023524996e+01
6.252470753130976444e-01,2.374263184033290397e+00,2.324625951360696519e+01
1.708868547018457695e+00,2.534400472010205352e+00,2.372298482500282901e+01
